,pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,game_type,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,inning,vx0,vy0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis,delta_home_win_exp,delta_run_exp
619675,FF,96.5,-1.65,5.68,"deGrom, Jacob",5.0,R,R,R,S,0,0,-0.4,1.26,0.15,2.99,1,5.822558193191741,-140.578627248136,-6.77411810143441,30.7734789136928,-14.1156707813611,3.68,1.75,98.4,2361.0,7.2,53.29,1,1,4-Seam Fastball,198.0,0.0,-0.039
664012,SL,94.1,-1.43,5.42,"deGrom, Jacob",1.0,R,L,R,X,0,2,0.33,0.43,-0.53,3.01,5,1.6136574668974295,-137.346210847442,3.930378451964181,25.8555496222836,-26.461686923462,3.37,1.53,95.6,2224.0,6.7,53.82,46,5,Slider,143.0,-0.022,-0.221
664013,FF,97.3,-1.27,5.5,"deGrom, Jacob",1.0,R,L,R,S,0,2,-0.47,1.31,-0.68,3.18,5,2.69760330569889,-141.926393949835,-7.043309591651719,27.7861713925088,-13.2772459048073,3.37,1.53,99.2,2472.0,6.9,53.6,46,4,4-Seam Fastball,200.0,0.0,0.0
664014,FF,97.7,-1.36,5.43,"deGrom, Jacob",2.0,R,L,R,S,0,2,-0.47,1.41,-0.2,3.21,5,4.2504748926724,-142.358066253029,-7.405904274966379,31.5292905042468,-12.2262160916001,3.37,1.53,98.5,2575.0,6.6,53.93,46,3,4-Seam Fastball,198.0,0.0,0.0
664015,CH,90.3,-1.38,5.41,"deGrom, Jacob",3.0,R,L,R,S,0,1,-1.23,-0.01,0.32,3.02,5,6.9932519579721,-131.527451879636,-16.044510717267002,24.0413940045062,-32.4110888027215,3.43,1.72,92.0,1811.0,7.0,53.53,46,2,Changeup,270.0,0.0,-0.074
664016,FF,96.6,-1.45,5.46,"deGrom, Jacob",2.0,R,L,R,S,0,0,-0.49,1.38,-0.25,2.93,5,4.358911931011271,-140.792353749925,-7.55154008939281,29.3477328711918,-12.8164718829582,3.37,1.53,97.8,2513.0,6.7,53.81,46,1,4-Seam Fastball,200.0,0.0,-0.042
664017,FF,96.0,-1.39,5.44,"deGrom, Jacob",12.0,R,L,R,S,2,2,-0.57,1.24,0.09,3.76,5,5.28988537260432,-139.926914621706,-8.774176366138601,27.721560007125102,-15.2458666968631,3.41,1.56,97.7,2441.0,6.9,53.63,45,5,4-Seam Fastball,205.0,-0.01,-0.278
664018,FF,96.1,-1.42,5.4,"deGrom, Jacob",3.0,R,L,R,S,2,1,-0.63,1.43,0.48,3.25,5,6.51371894156921,-139.93522712493998,-9.73268182169823,30.001085454320503,-12.5695369979984,3.41,1.56,97.0,2454.0,6.7,53.85,45,4,4-Seam Fastball,204.0,0.0,-0.086
664019,FF,94.9,-1.57,5.4,"deGrom, Jacob",1.0,R,L,R,S,2,0,-0.68,1.41,-0.5,2.93,5,4.370155528706991,-138.199276941941,-9.75684532292528,29.936685915644897,-13.2667491725772,3.43,1.7,95.7,2425.0,6.6,53.85,45,3,4-Seam Fastball,206.0,0.0,-0.075
664020,FF,95.6,-1.54,5.42,"deGrom, Jacob",11.0,R,L,R,B,1,0,-0.59,1.38,-0.99,3.58,5,2.806203445483089,-139.306954273017,-8.442202254441401,29.9632154811197,-13.5209795098543,3.43,1.7,96.6,2439.0,6.7,53.79,45,2,4-Seam Fastball,203.0,0.0,0.077
664021,FF,96.4,-1.44,5.46,"deGrom, Jacob",1.0,R,L,R,B,0,0,-0.77,1.36,-0.61,3.55,5,4.0223478476011,-140.396713681336,-11.1917061188705,31.3636252977376,-13.636687308575098,3.48,1.69,97.2,2443.0,6.7,53.83,45,1,4-Seam Fastball,210.0,0.0,0.043
664022,FF,96.8,-1.31,5.39,"deGrom, Jacob",12.0,R,R,R,B,3,2,-0.53,1.39,0.04,3.83,5,4.84498126178363,-141.03493245015102,-8.230821196255869,29.6063604760258,-13.217741119028302,3.5,1.65,97.7,2510.0,6.6,53.92,44,6,4-Seam Fastball,201.0,0.015,0.218
664023,CH,91.6,-1.35,5.34,"deGrom, Jacob",14.0,R,R,R,B,2,2,-1.23,0.53,0.56,0.75,5,7.60604680400847,-133.252108786418,-16.5479615088907,24.7653968597443,-24.4766913244434,3.45,1.64,93.1,1756.0,6.9,53.6,44,5,Changeup,247.0,0.0,0.075
664024,SL,93.2,-1.3,5.48,"deGrom, Jacob",14.0,R,R,R,S,2,1,0.14,0.5,0.95,2.0,5,5.506950521711331,-135.760637299907,0.680377962014277,25.184077857604105,-25.2658038687815,3.37,1.53,94.2,2384.0,6.5,54.03,44,4,Slider,165.0,0.0,-0.053
664025,FF,95.9,-1.29,5.45,"deGrom, Jacob",12.0,R,R,R,B,1,1,-0.51,1.32,2.17,2.7,5,10.4095608699039,-139.407513927483,-8.88162331702306,27.431521421975003,-13.7113315283643,3.41,1.57,97.1,2410.0,6.8,53.73,44,3,4-Seam Fastball,201.0,0.0,0.04
664026,CU,86.4,-1.64,5.41,"deGrom, Jacob",11.0,R,R,R,B,0,1,0.47,-0.06,-0.79,3.81,5,1.0731473235777902,-125.976788510872,4.84793510157988,22.0081902945142,-33.4230492680592,3.46,1.65,86.9,,6.2,54.31,44,2,Curveball,83.0,0.0,0.022
664027,FF,95.8,-1.42,5.34,"deGrom, Jacob",8.0,R,R,R,S,0,0,-0.49,1.34,0.24,1.9,5,5.5640320695617405,-139.409022226283,-7.705351469043539,28.6086365125804,-13.2435427632651,3.53,1.72,96.9,2362.0,6.7,53.78,44,1,4-Seam Fastball,200.0,0.0,-0.03
664028,CH,89.5,-1.28,5.38,"deGrom, Jacob",1.0,R,L,R,S,3,2,-1.19,0.39,-0.3,3.63,5,5.03098581949089,-130.42282608961798,-14.8902728897279,23.4409439331826,-27.9437419906124,3.57,1.87,91.1,1809.0,6.9,53.63,43,7,Changeup,252.0,-0.0139999999999999,-0.319
664029,SL,93.4,-1.43,5.5,"deGrom, Jacob",14.0,R,L,R,B,2,2,0.17,0.59,0.81,1.45,5,5.41121455806908,-135.930107211323,1.11939908634067,26.941887670806,-23.688012115008696,3.53,1.7,94.2,2586.0,6.5,53.98,43,6,Slider,164.0,0.0,0.102
664030,SL,93.3,-1.33,5.51,"deGrom, Jacob",6.0,R,L,R,S,2,2,0.24,0.55,0.77,2.84,5,4.898482730622679,-136.093151200921,2.14887446719264,24.8865556256883,-24.9493867411229,3.58,1.68,94.7,2459.0,6.6,53.88,43,5,Slider,156.0,0.0,0.0
664031,SL,92.9,-1.45,5.49,"deGrom, Jacob",12.0,R,L,R,B,1,2,0.08,0.6,0.9,3.37,5,5.88965534986696,-135.402253685904,-0.123257555465145,26.0610965028047,-24.671721698103,3.59,1.8,94.0,2421.0,6.6,53.93,43,4,Slider,172.0,0.0,0.042
