,pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,game_type,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,inning,vx0,vy0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis,delta_home_win_exp,delta_run_exp
159166,FF,94.9,-1.09,5.59,"Bieber, Shane",6.0,R,L,R,S,0,2,-0.8,1.53,0.4,2.18,5,5.762211802428992,-137.92449357078607,-11.533024684737285,30.931204728015143,-11.274576973230106,3.38,1.54,95.6,2420.0,6.8,53.71,40,3,4-Seam Fastball,212.0,-0.024,-0.103
159167,FC,89.3,-1.22,5.59,"Bieber, Shane",14.0,R,L,R,S,0,1,0.03,0.74,0.61,1.38,5,4.4714744159141535,-129.93387649696194,-0.5265082702210797,25.228305543134823,-22.771528210907487,3.32,1.54,90.1,2586.0,6.6,53.87,40,2,Cutter,204.0,0.0,-0.039
159168,FF,93.3,-1.18,5.57,"Bieber, Shane",8.0,R,L,R,S,0,0,-0.82,1.57,-0.22,1.92,5,4.316090326326494,-135.64993715850486,-11.11697319536326,29.510008814157025,-11.483188139917193,3.44,1.54,94.1,2406.0,6.8,53.71,40,1,4-Seam Fastball,212.0,0.0,-0.026
159169,KC,83.7,-1.17,5.61,"Bieber, Shane",14.0,R,L,R,S,2,2,0.67,-1.2,0.28,0.63,5,2.026175266441786,-121.8345484291817,6.231119202981708,24.784872193773342,-43.79767764553995,3.4,1.64,84.0,2379.0,6.5,53.96,39,5,Knuckle Curve,28.0,-0.034,-0.215
159170,KC,82.7,-1.31,5.62,"Bieber, Shane",4.0,R,L,R,S,2,1,0.63,-1.36,-0.46,2.61,5,0.7292160093404232,-120.32017571191228,5.919870738385775,24.94619696934353,-46.01889221959386,3.4,1.64,82.7,2466.0,6.4,54.07,39,4,Knuckle Curve,28.0,0.0,-0.076
159171,FF,93.7,-1.2,5.57,"Bieber, Shane",7.0,R,L,R,S,2,0,-0.97,1.41,-0.74,1.83,5,3.362889498194052,-136.31167056160305,-12.832078348476823,29.88405097524269,-13.190029091614056,3.57,1.64,94.5,2450.0,6.8,53.72,39,3,4-Seam Fastball,208.0,0.0,-0.059
159172,FC,89.6,-1.14,5.58,"Bieber, Shane",14.0,R,L,R,B,1,0,0.2,0.88,1.79,1.64,5,6.873849430507938,-130.3305636292013,0.9819818414255728,24.97523904310093,-21.158769284958154,3.52,1.64,90.6,2680.0,6.7,53.79,39,2,Cutter,205.0,0.0,0.06
159173,KC,82.1,-1.22,5.63,"Bieber, Shane",11.0,R,L,R,B,0,0,0.66,-1.34,-0.92,2.64,5,-0.6084485528952498,-119.54738196432903,6.408359296132593,24.578416501754408,-45.69294745379371,3.58,1.64,82.0,2274.0,6.4,54.13,39,1,Knuckle Curve,34.0,0.0,0.0409999999999999
159192,FF,94.6,-1.23,5.58,"Bieber, Shane",1.0,R,L,R,X,3,2,-0.64,1.5,-0.29,3.26,4,3.9328578138378494,-137.72190691763106,-9.07715517706226,32.464019354819435,-12.503533545803464,3.41,1.56,95.0,2369.0,6.6,53.85,35,6,4-Seam Fastball,211.0,-0.013,-0.135
159193,KC,83.4,-1.15,5.61,"Bieber, Shane",14.0,R,L,R,B,2,2,0.83,-1.09,0.45,-0.26,4,2.0390680029748447,-121.36643949327288,7.7245702158100595,25.75976531366754,-42.11540246230733,3.37,1.56,83.5,2684.0,6.5,53.95,35,5,Knuckle Curve,31.0,0.0,0.039
159194,FF,94.5,-1.15,5.56,"Bieber, Shane",13.0,R,L,R,B,1,2,-0.7,1.51,-1.44,2.44,4,0.8113180263310092,-137.5160003005769,-9.021808084705375,31.26209755190136,-11.96135226218713,3.39,1.56,95.4,2328.0,6.9,53.65,35,4,4-Seam Fastball,208.0,0.0,0.018
159195,KC,83.7,-1.16,5.6,"Bieber, Shane",14.0,R,L,R,S,1,1,0.57,-1.2,0.31,1.24,4,2.2530423028410618,-121.8829378688938,5.169230170514592,26.379851199478733,-44.07010669610705,3.41,1.56,83.7,2406.0,6.5,54.04,35,3,Knuckle Curve,29.0,0.0,-0.0289999999999999
159196,FF,94.1,-1.24,5.56,"Bieber, Shane",4.0,R,L,R,B,0,1,-0.73,1.51,-0.72,2.64,4,3.0022699649746936,-136.92876727871496,-9.871165101539743,31.260619519809467,-12.226072250102812,3.52,1.64,94.9,2352.0,6.8,53.67,35,2,4-Seam Fastball,212.0,0.0,0.013
159197,FC,88.9,-1.24,5.61,"Bieber, Shane",12.0,R,L,R,S,0,0,0.32,0.61,0.98,2.84,4,4.815314391393561,-129.5434955723165,2.745862640057376,23.810314393469817,-25.072562337781463,3.41,1.56,90.1,2660.0,6.7,53.84,35,1,Cutter,187.0,0.0,-0.017
159198,SL,85.2,-1.2,5.51,"Bieber, Shane",14.0,R,R,R,S,1,2,0.02,-0.33,1.11,1.25,4,5.455256663744339,-124.19492583841112,-0.7308684464239131,21.07945518301048,-35.31280682879724,3.47,1.59,86.8,2669.0,6.9,53.63,34,5,Slider,57.0,-0.022,-0.118
159199,FF,94.2,-1.08,5.58,"Bieber, Shane",14.0,R,R,R,S,1,2,-0.72,1.57,0.2,1.29,4,4.954942215727833,-136.88619259154328,-10.183047243714674,29.155304610229837,-10.652518657381776,3.47,1.59,94.9,2411.0,6.7,53.79,34,4,4-Seam Fastball,217.0,0.0,0.0
159200,SL,84.5,-1.32,5.55,"Bieber, Shane",9.0,R,R,R,S,1,1,0.31,-0.37,0.28,1.97,4,3.1329785829263344,-123.12580683859888,2.5887950256583805,22.49300713831188,-35.95983744653536,3.53,1.59,85.2,2710.0,6.5,53.99,34,3,Slider,43.0,0.0,-0.044
